기업코드,기업명,종목코드,종합점수,점수갱신일
00604426,인터로조,119610,0,0
00491053,진바이오텍,086060,0,0
00131939,선도전기,007610,0,0
00129420,까뮤이앤씨,013700,0,0
01072518,디피코,163430,0,0
00186799,태웅,044490,0,0
01102095,쿠첸,225650,0,0
00119672,두올,016740,0,0
00121543,무학,033920,0,0
01491607,오에스피,368970,0,0
00359580,아이디스홀딩스,054800,0,0
00945208,THE MIDONG,161570,0,0
00128546,삼천당제약,000250,0,0
00120030,GS건설,006360,0,0
00145109,유한양행,000100,0,0
00962922,팬젠,222110,0,0
00363927,NE능률,053290,0,0
00201131,아즈텍WB,032080,0,0
00151298,DSR제강,069730,0,0
00528515,한라IMS,092460,0,0
00101488,경동나비엔,009450,0,0
00156442,한국가구,004590,0,0
00925189,신화콘텍,187270,0,0
00120076,LX인터내셔널,001120,0,0
00148504,한국스탠다드차타드은행,000110,0,0
01569102,라이콤,388790,0,0
00132628,성문전자,014910,0,0
01675014,대신밸런스제13호스팩,438220,0,0
00816696,큐엠씨,136660,0,0
00397058,엠게임,058630,0,0
00989619,알테오젠,196170,0,0
01119651,엘리비젼,276240,0,0
00866062,엘티씨,170920,0,0
00111722,미래에셋증권,006800,0,0
00390903,우주일렉트로,065680,0,0
00305297,코텍,052330,0,0
00413523,한미글로벌,053690,0,0
01080252,넥스틴,348210,0,0
00364467,드림어스컴퍼니,060570,0,0
00185222,크린앤사이언스,045520,0,0
00133751,세명전기,017510,0,0
01115044,안지오랩,251280,0,0
00142883,우신시스템,017370,0,0
00191472,KPX케미칼,025000,0,0
00158149,한국쉘석유,002960,0,0
01259056,베스파,299910,0,0
00268118,코맥스,036690,0,0
00122551,백산,035150,0,0
00273439,메디아나,041920,0,0
01188749,지앤이헬스케어,299480,0,0
00161781,아난티,025980,0,0
00632845,노랑풍선,104620,0,0
00612188,에스티오,098660,0,0
00109268,대동스틸,048470,0,0
00142661,우성,006980,0,0
00265041,KCI,036670,0,0
00494476,이녹스,088390,0,0
00136226,신성델타테크,065350,0,0
00164788,현대모비스,012330,0,0
00980122,JB금융지주,175330,0,0
00173698,신일전자,002700,0,0
01516456,인벤티지랩,389470,0,0
00526872,이수앱지스,086890,0,0
00362122,나래나노텍,137080,0,0
00347734,진양화학,051630,0,0
01185566,휴엠앤씨,263920,0,0
01505186,하이딥,365590,0,0
01696451,대신밸런스제14호스팩,442310,0,0
00137012,에스앤더블류,103230,0,0
00487546,웰크론한텍,076080,0,0
00297934,피씨디렉트,051380,0,0
00273110,에스티큐브,052020,0,0
00118275,디아이,003160,0,0
00235183,에이치케이,044780,0,0
00111111,대양금속,009190,0,0
00807397,코이즈,121850,0,0
00220622,서호전기,065710,0,0
01682740,IBKS제21호스팩,442770,0,0
00659684,장원테크,174880,0,0
00137234,모베이스전자,012860,0,0
00127857,삼익악기,002450,0,0
00115384,동방아그로,007590,0,0
00352718,소리바다,053110,0,0
00522007,크리스에프앤씨,110790,0,0
00660750,하나머티리얼즈,166090,0,0
00133876,세보엠이씨,011560,0,0
00162072,한신기계공업,011700,0,0
00227333,네패스,033640,0,0
00665676,아시아경제,127710,0,0
00668600,케이옥션,102370,0,0
00404701,한국자산신탁,123890,0,0
00500254,GS,078930,0,0
00222213,포트로닉스천안,039870,0,0
00113359,교보증권,030610,0,0
01675227,삼성스팩7호,439250,0,0
01624162,삼성스팩6호,425290,0,0
00156488,휴스틸,005010,0,0
00540447,유니테스트,086390,0,0
00453442,해성티피씨,059270,0,0
00347062,현대바이오랜드,052260,0,0
01318933,지니틱스,303030,0,0
00506294,가비아,079940,0,0
01042711,글로벌텍스프리,204620,0,0
01108099,현대코퍼레이션홀딩스,227840,0,0
00230036,드래곤플라이,030350,0,0
00264732,파인디지털,038950,0,0
00838005,서진시스템,178320,0,0
00352499,링네트,042500,0,0
00124197,세아제강지주,003030,0,0
00400121,유아이디,069330,0,0
00210856,코아스,071950,0,0
00879020,유니트론텍,142210,0,0
01568413,F&F,383220,0,0
01113754,오션브릿지,241790,0,0
00455981,에스엔유,080000,0,0
00295547,디지아이,043360,0,0
00447487,제주반도체,080220,0,0
00653194,에이프로젠 H&G,109960,0,0
00186717,태양,053620,0,0
00177816,대주전자재료,078600,0,0
00351807,대원미디어,048910,0,0
01160363,에코프로비엠,247540,0,0
00567222,우림피티에스,101170,0,0
00148461,제일연마,001560,0,0
00669450,바이오프로테크,199290,0,0
00693554,티케이케미칼,104480,0,0
00402110,시큐브,131090,0,0
00147082,재영솔루텍,049630,0,0
00197476,코엔텍,029960,0,0
00249441,씨씨에스,066790,0,0
00486097,나스미디어,089600,0,0
00129679,녹십자,006280,0,0
00642541,디엔에이링크,127120,0,0
00298377,아이씨디,040910,0,0
00118460,태림페이퍼,019300,0,0
00158024,KBI메탈,024840,0,0
00963976,SG,255220,0,0
00317487,티에스넥스젠,043220,0,0
01152586,유일로보틱스,388720,0,0
01326224,원바이오젠,307280,0,0
01391033,NH프라임리츠,338100,0,0
00463342,에스텍파마,041910,0,0
00177199,디씨엠,024090,0,0
00206686,케이피엠테크,042040,0,0
00573269,에스코넥,096630,0,0
00109587,대륙제관,004780,0,0
00161976,한세예스24홀딩스,016450,0,0
01196313,유에스티,263770,0,0
00277736,한일네트웍스,046110,0,0
00447502,바이오톡스텍,086040,0,0
00357360,한세엠케이,069640,0,0
00173591,세원물산,024830,0,0
00206659,이랜텍,054210,0,0
00825223,화신정공,126640,0,0
00149770,중앙에너비스,000440,0,0
01675421,IBKS제20호스팩,439730,0,0
00808086,애니젠,196300,0,0
00136448,신신제약,002800,0,0
00261009,감성코퍼레이션,036620,0,0
01583953,티엘엔지니어링,413300,0,0
00166315,화신,010690,0,0
00493185,제이스텍,090470,0,0
00555740,툴코리아,110660,0,0
00119007,무림P&P,009580,0,0
00117629,동양철관,008970,0,0
01128622,줌인터넷,239340,0,0
00223513,제이씨현시스템,033320,0,0
00188715,현진소재,053660,0,0
01014055,에스트래픽,234300,0,0
00349732,코나아이,052400,0,0
00129013,CJ씨푸드,011150,0,0
00181934,포스코플랜텍,051310,0,0
00435312,하이스틸,071090,0,0
00141529,오뚜기,007310,0,0
00107598,남양유업,003920,0,0
01262458,동아타이어,282690,0,0
00916826,드림씨아이에스,223250,0,0
01187494,덴티스,261200,0,0
00297989,오르비텍,046120,0,0
01388631,오션스톤,329020,0,0
01674538,엔에이치스팩24호,437780,0,0
01507722,켈스,402420,0,0
01142400,이루다,164060,0,0
00415868,펩트론,087010,0,0
00246417,이오테크닉스,039030,0,0
00124726,빙그레,005180,0,0
01238169,오리온,271560,0,0
00105244,알보젠코리아,002250,0,0
00136086,무림페이퍼,009200,0,0
01327746,보로노이,310210,0,0
00161046,한독,002390,0,0
00555874,제주항공,089590,0,0
01117413,바이오다인,314930,0,0
00983040,한진칼,180640,0,0
00595191,후성,093370,0,0
00406727,세진티에스,067770,0,0
00120021,LG,003550,0,0
00201788,제낙스,065620,0,0
00447982,에스지피엠,074000,0,0
00432102,한국금융지주,071050,0,0
00231664,우리기술투자,041190,0,0
00113526,대한항공,003490,0,0
00159740,KISCO홀딩스,001940,0,0
00115065,동남합성,023450,0,0
00921916,석경에이티,357550,0,0
00162832,한일단조,024740,0,0
00109037,대성창투,027830,0,0
00266934,파루,043200,0,0
00818472,이큐셀,160600,0,0
00369657,리노공업,058470,0,0
00351092,삼보모터스,053700,0,0
00763701,헥토파이낸셜,234340,0,0
00101664,경보제약,214390,0,0
00563518,비나텍,126340,0,0
00155692,우리엔터프라이즈,037400,0,0
00170558,코웨이,021240,0,0
00269940,하나투어,039130,0,0
00207375,대한뉴팜,054670,0,0
00250614,삼영엠텍,054540,0,0
01085442,휴벡셀,212310,0,0
00360577,엑사이엔씨,054940,0,0
00129989,코스모신소재,005070,0,0
00397191,팬엔터테인먼트,068050,0,0
00663669,폴라리스우노,114630,0,0
00204262,한글과컴퓨터,030520,0,0
01035678,와이제이엠게임즈,193250,0,0
00296324,큐로홀딩스,051780,0,0
00121969,에쓰씨엔지니어링,023960,0,0
00124090,한국특강,007280,0,0
00111689,대우부품,009320,0,0
00652423,인바이오젠,101140,0,0
00357430,쎌바이오텍,049960,0,0
00139719,와이지-원,019210,0,0
00238153,파세코,037070,0,0
00229021,인성정보,033230,0,0
00258421,기산텔레콤,035460,0,0
01344336,신테카바이오,226330,0,0
01082348,오스테오닉,226400,0,0
01323032,케이카,381970,0,0
01118281,피플바이오,304840,0,0
00148832,제주은행,006220,0,0
00356361,LG화학,051910,0,0
00105873,LG디스플레이,034220,0,0
00120216,KB손해보험,002550,0,0
00547583,하나금융지주,086790,0,0
01236897,제일약품,271980,0,0
00256502,에이텍,045660,0,0
00410915,서울옥션,063170,0,0
00259934,예림당,036000,0,0
00605124,알파홀딩스,117670,0,0
00351375,뉴보텍,060260,0,0
00641393,엔시트론,101400,0,0
00409788,비에이치아이,083650,0,0
01168143,골든센츄리,900280,0,0
00674498,골프존뉴딘홀딩스,121440,0,0
00267906,베뉴지,019010,0,0
01290381,피엔케이피부임상연구센타,347740,0,0
00337296,원포유,122830,0,0
00458234,아시아나IDT,267850,0,0
01576102,미래에셋글로벌리츠,396690,0,0
00120182,NH투자증권,005940,0,0
01535257,엔에이치스팩19호,380440,0,0
01062867,디알텍,214680,0,0
00105271,케이씨씨,002380,0,0
00330424,이베스트투자증권,078020,0,0
00806972,매직마이크로,127160,0,0
00148540,CJ,001040,0,0
00117212,두산,000150,0,0
01663639,유안타제9호스팩,430700,0,0
01368354,네패스아크,330860,0,0
00317681,메타바이오메드,059210,0,0
00216434,체리부로,066360,0,0
00585538,에스에너지,095910,0,0
00359623,우리산업홀딩스,072470,0,0
00614089,에이원알폼,234070,0,0
00238001,블루콤,033560,0,0
00242712,엘컴텍,037950,0,0
00240857,바이오스마트,038460,0,0
00306162,상상인,038540,0,0
00203209,에쎈테크,043340,0,0
01211232,코윈테크,282880,0,0
00127042,삼양통상,002170,0,0
00541163,이엠텍,091120,0,0
00161462,에이티넘인베스트,021080,0,0
01204056,하이브,352820,0,0
00109754,대림비앤코,005750,0,0
00106641,기아,000270,0,0
00152880,코오롱글로벌,003070,0,0
00877059,삼성바이오로직스,207940,0,0
00138260,SIMPAC,009160,0,0
00120526,롯데쇼핑,023530,0,0
00112332,미래에셋생명,085620,0,0
00126566,한화에어로스페이스,012450,0,0
00120562,롯데지주,004990,0,0
01515323,LG에너지솔루션,373220,0,0
00485177,일진파워,094820,0,0
00298447,아모텍,052710,0,0
00261355,레드캡투어,038390,0,0
00310156,셀루메드,049180,0,0
00401731,LG전자,066570,0,0
00164724,현대엘리베이터,017800,0,0
00266961,NAVER,035420,0,0
00423177,텔레칩스,054450,0,0
00123541,보해양조,000890,0,0
00628189,웅진씽크빅,095720,0,0
00164876,케이비증권,003450,0,0
01418260,폭스소프트,354230,0,0
00231442,디지틀조선,033130,0,0
01013311,헥토이노베이션,214180,0,0
00598198,컴퍼니케이,307930,0,0
00249247,YG PLUS,037270,0,0
00173069,아진카인텍,011400,0,0
01035368,티에프이,425420,0,0
00103015,고려제약,014570,0,0
00280688,SBS콘텐츠허브,046140,0,0
00961570,신도기연,290520,0,0
00148364,하림지주,003380,0,0
00910947,바다로19호,155900,0,0
00246620,케이엘넷,039420,0,0
00481454,금호타이어,073240,0,0
00128315,삼지전자,037460,0,0
00521390,뉴파워프라즈마,144960,0,0
00178790,동양이엔피,079960,0,0
01221947,비엔에프코퍼레이션,271780,0,0
00379229,에스에이티,060540,0,0
00273615,비케이탑스,030790,0,0
01428249,케이프이에스제4호기업인수목적,347140,0,0
00923899,참존글로벌,158310,0,0
00159616,두산에너빌리티,034020,0,0
00161426,한미사이언스,008930,0,0
00957373,펨트론,168360,0,0
00611912,아모그린텍,125210,0,0
00997812,코미코,183300,0,0
01042429,액션스퀘어,205500,0,0
01063884,휴센텍,215090,0,0
00695969,동운아나텍,094170,0,0
00139764,에넥스,011090,0,0
00537832,푸른기술,094940,0,0
00140955,한솔케미칼,014680,0,0
00162416,한양증권,001750,0,0
00334624,팍스넷,038160,0,0
00136101,메이슨캐피탈,021880,0,0
00117300,TCC스틸,002710,0,0
01051065,엔비티,236810,0,0
00128926,삼현철강,017480,0,0
00612489,아이쓰리시스템,214430,0,0
00127954,CJ프레시웨이,051500,0,0
01105621,엔투텍,227950,0,0
01065013,우정바이오,215380,0,0
00140052,에이스침대,003800,0,0
00610861,코스텍시스템,169670,0,0
00128227,삼정펄프,009770,0,0
00367455,현우산업,092300,0,0
00673301,전우정밀,120780,0,0
01345724,타임기술,318660,0,0
00165361,휴코드홀딩스,036840,0,0
00620558,에이비프로바이오,195990,0,0
00141671,오리콤,010470,0,0
00105606,금호에이치티,214330,0,0
00121154,엠에스씨,009780,0,0
00133618,세기상사,002420,0,0
00141273,웰바이오텍,010600,0,0
00137359,신풍제약,019170,0,0
01142075,핑거,163730,0,0
00201742,유라테크,048430,0,0
01046391,싸이토젠,217330,0,0
00385363,빅텍,065450,0,0
00359261,빛샘전자,072950,0,0
00541862,판도라티비,202960,0,0
00311216,에이치엔에스하이텍,044990,0,0
00958664,신스틸,162300,0,0
01466832,라피치,403360,0,0
00360595,현대글로비스,086280,0,0
00536329,노블엠앤비,106520,0,0
01689336,비엔케이제1호스팩,445360,0,0
00133812,세방,004360,0,0
00666064,셀바스AI,108860,0,0
00820352,파인텍,131760,0,0
00991298,씨이랩,189330,0,0
00362292,씨티씨바이오,060590,0,0
00608839,에이루트,096690,0,0
01018802,엔솔바이오사이언스,140610,0,0
00540571,엘디티,096870,0,0
00190756,와이엔텍,067900,0,0
00202839,한창산업,079170,0,0
00367871,인바이오,352940,0,0
00540863,GST,083450,0,0
01051092,피씨엘,241820,0,0
00123772,부국증권,001270,0,0
01267550,나라소프트,288490,0,0
00537337,앤씨앤,092600,0,0
00486875,우양,103840,0,0
00127167,삼영무역,002810,0,0
00400060,이씨에스,067010,0,0
00104388,국도화학,007690,0,0
00370200,와이오엠,066430,0,0
00261443,엔씨소프트,036570,0,0
01153105,비비씨,318410,0,0
00158112,한국수출포장공업,002200,0,0
01472930,오브젠,417860,0,0
00132725,성보화학,003080,0,0
01150515,대명에너지,389260,0,0
00540605,이월드,084680,0,0
01397620,루닛,328130,0,0
01037214,케이피에스,256940,0,0
00815767,위메이드플레이,123420,0,0
00599106,네오리진,094860,0,0
00137252,사조동아원,008040,0,0
00139083,아진산업,013310,0,0
00961507,케일럼,258610,0,0
00163196,한일철강,002220,0,0
00216647,원익홀딩스,030530,0,0
00108135,녹십자홀딩스,005250,0,0
00109718,사조대림,003960,0,0
01658266,하나금융24호스팩,430230,0,0
00349060,한스바이오메드,042520,0,0
00994994,나노,187790,0,0
00113261,대한광통신,010170,0,0
00977696,넥스쳐,194510,0,0
00137368,신풍,002870,0,0
00519252,THE E&M,089230,0,0
01226410,씨앤씨인터내셔널,352480,0,0
01053540,퓨쳐켐,220100,0,0
00201733,TJ미디어,032540,0,0
01604371,상상인제3호스팩,415580,0,0
00415646,드림텍,192650,0,0
00100939,강남제비스코,000860,0,0
01139035,티에스아이,277880,0,0
00986898,팜스빌,318010,0,0
01047451,셀바스헬스케어,208370,0,0
01179617,한국비엔씨,256840,0,0
00569646,영우디에스피,143540,0,0
00423690,삼성출판사,068290,0,0
00152260,카스,016920,0,0
00362238,휴비스,079980,0,0
00172680,동국산업,005160,0,0
00126380,삼성전자,005930,0,0
00398668,휴비츠,065510,0,0
01020524,자이글,234920,0,0
00492353,파이오링크,170790,0,0
00533924,이브이첨단소재,131400,0,0
00531078,유비온,084440,0,0
00694942,이미지스,115610,0,0
00971726,옵티팜,153710,0,0
00340272,에스폴리텍,050760,0,0
00145437,아센디오,012170,0,0
00171636,한솔홀딩스,004150,0,0
00150828,진흥기업,002780,0,0
00113234,대한제당,001790,0,0
01214248,뉴트리,270870,0,0
01405451,알체라,347860,0,0
01067516,골프존,215000,0,0
00692254,아이패밀리에스씨,114840,0,0
00867849,오파스넷,173130,0,0
00137207,유니켐,011330,0,0
00152039,SG글로벌,001380,0,0
00587466,KPX홀딩스,092230,0,0
00113243,대한제분,001130,0,0
01158553,켄코아에어로스페이스,274090,0,0
00926522,테고사이언스,191420,0,0
00144650,유신,054930,0,0
00141413,영화금속,012280,0,0
00355089,토탈소프트,045340,0,0
00684732,풀무원식품,103160,0,0
00535375,키네마스터,139670,0,0
00288343,삼영이엔씨,065570,0,0
00993931,동양파일,228340,0,0
00115287,동방,004140,0,0
01128613,화승엔터프라이즈,241590,0,0
00166227,화승인더스트리,006060,0,0
01071041,CJ 바이오사이언스,311690,0,0
00557933,진도,088790,0,0
00102760,두산건설,011160,0,0
00606770,참좋은여행,094850,0,0
00442835,메타랩스,090370,0,0
00796994,조선선재,120030,0,0
00101257,경남기업,000800,0,0
00146427,엔터파트너즈,058450,0,0
00353878,다스코,058730,0,0
01210190,모비릭스,348030,0,0
00872984,이마트,139480,0,0
00957735,클리오,237880,0,0
00260611,웰킵스하이텍,043590,0,0
01724417,하나29호스팩,454640,0,0
00583026,율호,072770,0,0
00158325,NICE평가정보,030190,0,0
00654175,피엠티,147760,0,0
01182550,EDGC,245620,0,0
01583652,모니터랩,434480,0,0
00255105,케이바이오,038530,0,0
00215976,MIT,038340,0,0
00302078,엠피씨플러스,050540,0,0
00599489,청광건설,140290,0,0
01375822,에이프릴바이오,397030,0,0
00534701,세아메카닉스,396300,0,0
00819073,인크로스,216050,0,0
00122579,BYC,001460,0,0
01498974,큐리옥스바이오시스템즈,445680,0,0
00959210,코츠테크놀로지,448710,0,0
01766167,KB제26호스팩,458320,0,0
01343735,데이드림엔터테인먼트,348840,0,0
00108746,KIB플러그에너지,015590,0,0
00645089,NHN벅스,104200,0,0
01251577,휴네시온,290270,0,0
01367586,제이아이테크,417500,0,0
01366000,태성,323280,0,0
01165739,잉글우드랩,950140,0,0
01112889,피엔에이치테크,239890,0,0
01573381,레이저쎌,412350,0,0
00587925,비엘,142760,0,0
00815369,에스제이엠,123700,0,0
01110474,에스씨엠생명과학,298060,0,0
01724338,하나28호스팩,454750,0,0
00135111,수산중공업,017550,0,0
00301246,SFA반도체,036540,0,0
00161125,한온시스템,018880,0,0
00356802,큐렉소,060280,0,0
01506990,옵티코어,380540,0,0
00220109,솔고바이오,043100,0,0
00389998,이엔코퍼레이션,066980,0,0
01099861,에이텍모빌리티,224110,0,0
01702424,미래에셋비전스팩3호,448830,0,0
00156354,지엠비코리아,013870,0,0
00551920,네오팜,092730,0,0
00195229,휠라홀딩스,081660,0,0
01488320,필에너지,378340,0,0
00161693,한샘,009240,0,0
00197759,미래산업,025560,0,0
00400857,에이블씨엔씨,078520,0,0
01011438,에이치엘사이언스,239610,0,0
00264255,바텍,043150,0,0
00670085,엘아이에스,138690,0,0
00194947,한전산업,130660,0,0
00992543,삼양옵틱스,225190,0,0
00911955,잇츠한불,226320,0,0
01744703,SK증권제10호스팩,457940,0,0
00223762,지니뮤직,043610,0,0
00495554,연이비앤티,090740,0,0
01712616,엔에이치스팩29호,451700,0,0
01724709,KB제25호스팩,455250,0,0
00149293,신한은행,000010,0,0
00129642,상신브레이크,041650,0,0
00814786,초록뱀이앤엠,131100,0,0
00152385,에이프로젠,007460,0,0
00180865,에스유홀딩스,031860,0,0
00606664,케이엔더블유,105330,0,0
00682992,우리벤처파트너스,298870,0,0
00104102,우리종합금융,010050,0,0
01025644,강스템바이오텍,217730,0,0
01335790,바이젠셀,308080,0,0
00112819,데코앤에프,017680,0,0
01447217,에이치엠씨아이비제4호기업인수목적,353070,0,0
00299358,트레스,102210,0,0
01236532,와이즈버즈,273060,0,0
00105280,현대지에프홀딩스,005440,0,0
00545734,아미코젠,092040,0,0
01110182,이노테라피,246960,0,0
01683387,미래에셋드림스팩1호,442900,0,0
00134477,SNT다이내믹스,003570,0,0
00160375,진양폴리우레탄,010640,0,0
00124504,포스코인터내셔널,047050,0,0
01316254,효성첨단소재,298050,0,0
01428203,케이씨씨글라스,344820,0,0
00114808,동국제약,086450,0,0
00765897,한국피아이엠,448900,0,0
00138279,S-Oil,010950,0,0
00160418,한국무브넥스,010100,0,0
00554352,아이큐어,175250,0,0
00159193,한국전력공사,015760,0,0
01217865,프롬바이오,377220,0,0
01063954,수젠텍,253840,0,0
01568875,하나금융19호기업인수목적,388220,0,0
01146220,팸텍,271830,0,0
00145552,이수화학,005950,0,0
00304076,케이엔솔,053080,0,0
00167031,흥국,010240,0,0
00111838,대원,007680,0,0
00449379,도이치모터스,067990,0,0
00116949,DN오토모티브,007340,0,0
00239514,삼진엘앤디,054090,0,0
00269241,주연테크,044380,0,0
00958327,지앤비에스 에코,382800,0,0
01031229,지티지웰니스,219750,0,0
01163050,다이오진,271850,0,0
01259418,대보마그네틱,290670,0,0
00580056,스맥,099440,0,0
00260356,산은캐피탈,008270,0,0
00604268,에이프로,262260,0,0
01712485,코오롱모빌리티그룹,450140,0,0
00225742,LS마린솔루션,060370,0,0
01326792,비투엔,307870,0,0
01761296,한국제12호스팩,458610,0,0
01751448,대신밸런스제15호스팩,457390,0,0
00239639,삼표시멘트,038500,0,0
00426068,아이에스이커머스,069920,0,0
00611736,엑시콘,092870,0,0
01130885,바이오인프라생명과학,266470,0,0
00206084,세아메탈,033020,0,0
00120924,매일홀딩스,005990,0,0
00181943,에스제이엠홀딩스,025530,0,0
00619640,에코앤드림,101360,0,0
00111704,한화오션,042660,0,0
00302582,캐스텍코리아,071850,0,0
00166333,화신테크,086250,0,0
00770312,마니커에프앤지,195500,0,0
00104519,국보,001140,0,0
00295857,코다코,046070,0,0
01047707,바이오로그디바이스,208710,0,0
01227039,브릿지바이오,288330,0,0
00131780,SK네트웍스,001740,0,0
01082418,SAMG엔터,419530,0,0
00302236,태양3C,052960,0,0
00530413,더코디,224060,0,0
00163682,메리츠증권,008560,0,0
01328639,윙입푸드,900340,0,0
00191287,대동금속,020400,0,0
00349811,씨티프라퍼티,052300,0,0
01725160,한화플러스제4호스팩,455310,0,0
01605529,버넥트,438700,0,0
01144028,씨티케이,260930,0,0
01049167,미코바이오메드,214610,0,0
00136642,엠벤처투자,019590,0,0
01034730,크로넥스,215570,0,0
01195828,대원모방,311840,0,0
01580178,대신밸런스제11호기업인수목적,397500,0,0
01705777,엔에이치스팩28호,450410,0,0
00163716,한창,005110,0,0
00327396,옵트론텍,082210,0,0
01504910,유안타제8호기업인수목적,367480,0,0
00495633,율촌,146060,0,0
00114765,케이비아이동국실업,001620,0,0
01068737,에이치피오,357230,0,0
01524118,나노팀,417010,0,0
00141875,사조오양,006090,0,0
00112004,알바이오,003190,0,0
00537221,인바이츠바이오코아,216400,0,0
00508344,SK디앤디,210980,0,0
00175173,오스템,031510,0,0
00689418,지유온,111820,0,0
01368637,유일에너테크,340930,0,0
00896753,스킨앤스킨,159910,0,0
00108038,엔피씨,004250,0,0
00138303,쌍용정보통신,010280,0,0
00791209,에스메디,118000,0,0
00155586,HLB이노베이션,024850,0,0
00585608,커넥트웨이브,119860,0,0
00620868,아이티센,124500,0,0
00108490,엔피케이,048830,0,0
01018617,메디쎄이,200580,0,0
00892526,디케이앤디,263020,0,0
00138321,신한투자증권,008670,0,0
00479705,케스피온,079190,0,0
00148984,시알홀딩스,000480,0,0
01036367,스피어파워,203690,0,0
01297898,마음AI,377480,0,0
01281541,에피바이오텍,446440,0,0
01514698,하인크코리아,373200,0,0
00763358,스마트솔루션즈,136510,0,0
01042085,엑셈,205100,0,0
01275665,리메드,302550,0,0
01414422,아이비김영,339950,0,0
01770203,조선내화,462520,0,0
00466428,아미노로직스,074430,0,0
00567897,에스비비테크,389500,0,0
00120289,제이에스티나,026040,0,0
01258020,에스바이오메딕스,304360,0,0
00407814,CG인바이츠,083790,0,0
00807555,메가엠디,133750,0,0
01284751,시지트로닉스,429270,0,0
00100601,강원에너지,114190,0,0
01305249,스톤브릿지벤처스,330730,0,0
01717170,상상인제4호스팩,452670,0,0
00494218,엘엠에스,073110,0,0
00527011,LB루셈,376190,0,0
00652159,코오롱머티리얼,144620,0,0
01136348,나무기술,242040,0,0
00408956,제넨바이오,072520,0,0
01228515,지오릿에너지,270520,0,0
00610490,비디아이,148140,0,0
00441447,케이씨티,089150,0,0
01207761,에이치앤비디자인,227100,0,0
01497142,엠아이큐브솔루션,373170,0,0
01276327,위지윅스튜디오,299900,0,0
01292291,파두,440110,0,0
00244419,디에스티,033430,0,0
00125974,삼부토건,001470,0,0
00425351,멀티캠퍼스,067280,0,0
01567520,대신밸런스제10호기업인수목적,387310,0,0
01372782,엑스게이트,356680,0,0
00217743,화성밸브,039610,0,0
00109514,티웨이홀딩스,004870,0,0
00126955,삼양식품,003230,0,0
00341916,오스템임플란트,048260,0,0
00828497,한미약품,128940,0,0
00427483,대웅제약,069620,0,0
00263140,휴스토리,046400,0,0
01494154,지니너스,389030,0,0
00243988,에스케이브로드밴드,033630,0,0
01021639,나라셀라,405920,0,0
00173661,에스지신성건설,001970,0,0
00112378,KR모터스,000040,0,0
00103547,우진비앤지,018620,0,0
00113997,롯데에너지머티리얼즈,020150,0,0
00144012,원풍,008370,0,0
00173032,동화기업,025900,0,0
00185046,SM C&C,048550,0,0
00480455,STX엔진,077970,0,0
00228350,신화인터텍,056700,0,0
00589127,KEC,092220,0,0
00291860,조광ILI,044060,0,0
00123143,보령,003850,0,0
00346911,아이톡시,052770,0,0
01144569,명성티엔에스,257370,0,0
00428729,대호에이엘,069460,0,0
00520610,씨큐브,101240,0,0
00706715,미원홀딩스,107590,0,0
00299464,초록뱀미디어,047820,0,0
00361594,DMS,068790,0,0
01596425,SK스퀘어,402340,0,0
00363592,한컴위드,054920,0,0
00370006,iMBC,052220,0,0
00523176,비엘헬스케어,086220,0,0
00384948,대유,290380,0,0
00876209,미래엔에듀파트너,208890,0,0
00410997,누리플랜,069140,0,0
01116344,이비테크,208850,0,0
00476498,컴투스,078340,0,0
00488402,서울바이오시스,092190,0,0
00492894,젬백스,082270,0,0
00535481,에스와이,109610,0,0
00536541,에코프로,086520,0,0
00541437,코렌텍,104540,0,0
00916516,흥국에프엔비,189980,0,0
00220613,넥스틸,092790,0,0
00995993,DXVX,180400,0,0
00367695,DGP,060900,0,0
01335453,오하임앤컴퍼니,309930,0,0
00787057,휴맥스,115160,0,0
01181807,까스텔바작,308100,0,0
01276901,엔피,291230,0,0
01358463,현대무벡스,319400,0,0
01534577,청담글로벌,362320,0,0
01616482,신한제10호스팩,418210,0,0
00755739,파인테크닉스,106240,0,0
00936787,애경케미칼,161000,0,0
00204208,마니커,027740,0,0
00205687,더라미,032860,0,0
01784394,STX그린로지스,465770,0,0
01047169,지란지교시큐리티,208350,0,0
00855163,미원화학,134380,0,0
00128111,포스코엠텍,009520,0,0
00788737,이퓨쳐,134060,0,0
00584362,케이엑스넥스지,081970,0,0
01023822,메디젠휴먼케어,236340,0,0
00169048,HLB글로벌,003580,0,0
00122205,바른손,018700,0,0
00372688,티사이언티픽,057680,0,0
00608699,탑코미디어,134580,0,0
01585155,오픈놀,440320,0,0
00229030,알멕,354320,0,0
00125521,에스엘,005850,0,0
01363818,롯데리츠,330590,0,0
01109937,티앤알바이오팹,246710,0,0
00351454,엑서지21,043090,0,0
00965512,라온텍,418420,0,0
01199550,HD현대에너지솔루션,322000,0,0
01390344,HD현대중공업,329180,0,0
00441304,가온그룹,078890,0,0
00619507,와이씨켐,112290,0,0
00115612,동부건설,005960,0,0
00109310,대동기어,008830,0,0
00120571,롯데칠성음료,005300,0,0
00150536,진양제약,007370,0,0
00135917,한화손해보험,000370,0,0
00472890,동국알앤에스,075970,0,0
00156691,한국공항,005430,0,0
00664853,제이씨케미칼,137950,0,0
00191588,삼원강재,023000,0,0
00820389,뉴지랩파마,214870,0,0
01060814,삼양패키징,272550,0,0
